Brd4_mean,Brd4_variance,Cdc7_mean,Cdc7_variance,Group,Replicate
93.31697961344648,10207.684297387594,197.2737850162456,25539.476230728975,DMSO,1
89.08183841056334,12339.565267661,214.45521004283194,33816.41903572667,DMSO,1
85.90807779316609,13214.350023222518,150.18510345710445,37768.11815234931,DMSO,1
106.3789921107531,12350.419592464435,229.02181345839165,31170.06652825836,DMSO,1
100.55823835470525,14122.630300219264,339.17887992134047,73187.10915837409,DMSO,1
101.43291367938056,9508.394166666667,237.72504875250934,37278.27044166667,DMSO,1
107.54646508124969,12948.84396744985,249.57546931325692,41642.734816723445,DMSO,1
113.9095003003068,16346.39337548435,278.9037022688043,60790.537575502596,DMSO,1
101.83834003596971,18374.267393035272,175.8201262718892,33545.36703022655,DMSO,1
88.79428491683873,11102.830773704994,165.3745972474926,38600.61961275601,DMSO,1
123.70278945577806,25860.89457389761,308.1498003053043,98893.75065583888,DMSO,1
118.1935871228367,25632.880292684975,344.378536681353,89274.28861308847,DMSO,1
124.46253151377547,14161.417227879427,212.83966658690417,42655.04899539536,DMSO,1
123.36192131296835,29252.497650923604,303.191346462433,53605.980489919,DMSO,1
133.86315684047477,16424.40158535121,314.8960669895914,63741.68457654678,DMSO,1
104.06997661644348,8949.9947277373,197.55375504621566,33265.632705144504,DMSO,1
132.9586712551381,23904.283786481417,343.28277602523656,71587.91639717332,DMSO,1
134.8009841234847,20175.489841912346,342.2336322134588,70396.09702421853,DMSO,1
130.93144309114527,15147.68293901384,290.6159311054505,46103.674083044985,DMSO,1
127.36706860895802,16591.990946116843,254.34455579476287,44508.50430222178,DMSO,1
120.9599887781948,13657.967379587246,142.9645942070548,25761.33192597916,DMSO,1
137.8799286047537,22921.539543328134,363.8831830808675,70380.63912898196,DMSO,1
117.36434225080913,23199.106797959186,347.7600487525093,107795.30178571428,DMSO,1
132.05532747248398,25914.33521601269,331.38552767971237,85499.64828760587,DMSO,1
134.03143622992488,16380.302591129737,310.96028203400226,46852.83733664853,DMSO,1
134.62291367938056,21230.494400000003,288.64204875250925,64689.67657599999,DMSO,1
127.12667407871501,19049.678101666384,216.9468207990983,38720.748082092796,DMSO,1
131.55542829926358,28632.45561882288,309.0963060624508,82234.25425558291,DMSO,1
131.7111075119797,12458.71827999767,231.4549826732142,59890.2645888723,DMSO,1
133.85700694362927,15765.394406561252,295.1849192188306,56098.93185555317,DMSO,1
137.07999397135134,17574.273203154135,316.9826764897356,72927.92808287601,DMSO,1
134.7221052435282,21593.03257649933,131.39141957851984,26950.562816398517,DMSO,1
133.51126346781498,32425.02019769993,259.3950981178125,85752.93072147148,DMSO,1
129.7266125337177,18532.778761441226,217.12134171486605,55827.57517525132,DMSO,1
130.21624701271386,16029.232346832816,159.2250020235374,31815.40239322211,DMSO,1
134.2641985955817,12800.263839689773,229.15669679720202,49427.809499937575,DMSO,1
140.39819145715833,24221.676155478395,230.84338208584268,72792.57777777777,DMSO,1
126.74222103868792,19092.937276287925,215.4357341781947,59388.079975179535,DMSO,1
123.32644737701261,19482.843806092213,105.26323636635266,23115.24919293566,DMSO,1
119.1386892569383,10974.418902286267,152.08760650828492,36676.4114765437,DMSO,1
129.69675105455886,22424.95428784231,208.26111865265193,60215.31214222193,DMSO,1
124.17874080307652,15078.239982587103,88.37219480317992,23361.733231758102,DMSO,1
113.89081881772049,16999.95349482104,106.77091831772668,27571.043607148993,DMSO,1
80.32244100857517,6224.380074628959,227.9937419022741,22829.84592813923,DMSO,2
70.83948787195229,8806.306199780862,231.9294390673291,39118.561541271,DMSO,2
75.3868454974349,7869.6372319435595,234.2009762294913,23304.604108537947,DMSO,2
61.83622485283561,5560.077507436051,140.31599147339375,19366.68257584771,DMSO,2
59.08471839659458,6610.291788661166,197.811058243066,43009.623784320545,DMSO,2
74.91396994157057,10253.00274417478,229.47292418668974,34859.01509863889,DMSO,2
90.17178112866415,10182.136245736801,193.38728229261426,50644.939981346775,DMSO,2
86.92540907142828,8915.67818107391,226.8160177465469,31345.60313812454,DMSO,2
81.49432143602863,6662.968824559402,225.67400657470284,26969.839534526123,DMSO,2
84.0842826667471,20300.12426611797,185.24160122949127,51567.70898148148,DMSO,2
93.67399877879822,9507.410239892808,290.59413930055723,49692.21319152774,DMSO,2
87.89052179177818,11180.943027791542,253.76878243754493,53870.03840547723,DMSO,2
81.87572115207561,13773.534687511665,210.47143829670108,85619.26661993272,DMSO,2
96.97754595015121,7822.234517770607,214.86121893572874,39582.51080729852,DMSO,2
103.71516727035899,13061.099553005639,271.55716596778325,58284.95060484636,DMSO,2
90.91284512751295,8806.904876915602,198.89856921442538,29938.001815853968,DMSO,2
98.50171068722719,8839.094785156438,260.4946532941233,33012.4573874533,DMSO,2
119.19148713148579,15561.973728654533,208.64265976000183,67603.4208052307,DMSO,2
111.30372156672493,12974.553683800064,252.7128587145212,37095.199368478614,DMSO,2
93.94369051441643,8800.278410081934,261.32859974360724,46114.288928286776,DMSO,2
93.01419829666273,6860.685007677285,198.08967072756082,21547.987448010615,DMSO,2
112.9846999854743,21613.047930427285,280.37563878817673,71781.03004254005,DMSO,2
103.9167659697222,9270.947206545432,243.7473389344093,35307.32820478366,DMSO,2
103.0205387311182,11337.1965315559,307.8679590569674,55229.41404168665,DMSO,2
118.14884696579415,11190.623977161593,273.7998240411624,38564.507041138684,DMSO,2
108.50976709156927,13490.341044691022,231.0021972559814,46457.767834744096,DMSO,2
111.63890514084406,12970.734136150919,232.80025656179419,46597.82817856281,DMSO,2
89.3497463055684,7520.809669534873,185.35437495211897,25233.662701795518,DMSO,2
112.35905916738565,16766.186310939356,307.37953226397406,68870.38778537455,DMSO,2
108.26836951221324,12473.26614221165,301.034359850181,59571.01086135552,DMSO,2
107.11642969397607,11248.968054334187,249.93964662671704,54597.490465914714,DMSO,2
93.62923349993324,9334.828094156064,128.10352491788558,25915.086105838374,DMSO,2
115.46319001984799,10588.58770779405,245.9830968306643,36800.43177518253,DMSO,2
106.28720163708178,9291.134658837655,291.16784521022964,36139.48335218445,DMSO,2
120.9099236923881,18813.055821381316,270.6599772978674,50288.73036744832,DMSO,2
111.23026892449806,11029.651226542363,322.3955227981187,42585.92233756247,DMSO,2
115.49504271589578,13305.402908490127,193.15084293565246,35701.91157730809,DMSO,2
101.93493265448316,7141.683303363888,248.98729659372975,37217.66958411911,DMSO,2
96.75449293465189,12096.660600536505,181.51235050903017,48054.626284164806,DMSO,2
114.66968571685604,12140.080362253833,284.8569607066155,39272.137427485155,DMSO,2
97.75465303711744,6409.445365763773,314.7010539658097,26229.51704165738,DMSO,2
98.09912931855652,13265.202182248091,207.4297101120128,62369.0525878277,DMSO,2
99.91887232248214,13324.741373789517,197.7347730356587,27887.576418133478,DMSO,2
95.42782543910343,7748.10446793811,175.1570865915868,30722.267283316043,DMSO,2
83.4049262611612,9623.307361289444,98.23094549178637,25374.321657857807,DMSO,2
95.2205224940183,11181.511637519801,221.90550257478276,48249.462004062014,DMSO,2
81.94075046459417,9969.584901895756,165.2648360406571,30590.262682639448,DMSO,2
104.33010909018546,14651.591643771191,163.25163439698713,24852.81808756109,DMSO,2
82.51747345412096,8862.882768342064,151.15775514853107,33448.20172814085,DMSO,3
96.36169019224005,14100.706404560737,127.74286261926233,28479.271007908726,DMSO,3
97.79587941584478,8704.98006151406,94.13084650196635,24548.492921596364,DMSO,3
84.55848599724632,11566.140274830494,149.73144935301883,32064.964533409246,DMSO,3
83.34689324613075,11352.995887411205,147.7758593946058,24052.338536381278,DMSO,3
90.92365336748239,8406.268027286387,177.44097429504865,44499.18062290827,DMSO,3
100.66916429398717,12743.760554347471,166.13961401300065,39743.282456501445,DMSO,3
111.48389381913697,14446.035038696677,151.4772971192503,31664.778997104102,DMSO,3
110.28559305332331,19455.630506885664,204.80384441709992,61773.251984562085,DMSO,3
100.87258540265347,13278.198869915137,213.34200200678623,49597.41757307442,DMSO,3
106.39918719194665,11383.679347269712,110.15882329097252,22519.63074056633,DMSO,3
120.05161613082063,15418.700776110423,217.95180060824651,49031.88106036442,DMSO,3
106.23118732430166,10556.228716382195,172.50508053947732,29675.113536023317,DMSO,3
118.33575888198826,14366.643801416541,216.25778975742077,42072.86989119597,DMSO,3
105.70384557165576,11569.290248234758,197.00496846876064,34782.304682109774,DMSO,3
100.28179378862623,18022.407875503988,170.6308925471073,54976.28922628177,DMSO,3
100.87555829685343,9219.823719128815,219.67167589518925,35558.550052814244,DMSO,3
114.42188041684577,12224.934735094048,218.353569224689,41215.88278111304,DMSO,3
110.81411563987368,12704.790138145285,143.51945309636557,22170.57469099081,DMSO,3
116.2636172897019,18545.71008132833,208.86016813531518,48825.25673959179,DMSO,3
108.16127340294926,10670.264452785656,187.40912098089865,46781.55886836368,DMSO,3
117.0001783576437,17899.269297052153,242.4061960862444,59698.6528502013,DMSO,3
125.52682670929207,25302.15260313938,278.34754878116854,90387.55447690665,DMSO,3
117.17548518140413,14638.329923477522,208.43236902964867,38702.11712190456,DMSO,3
126.27102620897935,22804.479513517083,231.50319293376396,49330.33953334656,DMSO,3
110.80953209914028,15249.145401655558,238.58374710665265,41374.67544773011,DMSO,3
99.11280775722966,12977.654834418538,204.09028692064584,44810.36797954574,DMSO,3
102.36291299506715,13405.218975798167,254.11804298267936,64838.51157291827,DMSO,3
104.0582952407606,7557.1893795913675,207.32992057604037,24236.657078598484,DMSO,3
123.34586690333228,13491.823520818118,183.82597913459887,36509.43936368801,DMSO,3
108.30831082873917,16972.24972856818,226.72146721527218,53229.962565929236,DMSO,3
111.94562077278843,15972.383546854535,261.8821316093153,53749.648400047845,DMSO,3
114.56378379982058,19732.086731801563,232.34565186855735,52387.776192790036,DMSO,3
107.05245348991886,14099.171388751716,270.71779094641073,78182.59124060356,DMSO,3
105.26908020409658,14992.408318387743,237.64205614455346,81125.07393390509,DMSO,3
111.90954074666715,17578.641985061764,226.23917198846976,64297.00485173481,DMSO,3
98.62274848158373,10234.82802225788,201.5746612805413,36235.171747963584,DMSO,3
101.59864909729092,12259.221238445964,257.1434142167399,55451.221506365626,DMSO,3
92.80901563488592,11025.781048872746,182.26128560671526,23705.61652677933,DMSO,3
89.44860794224351,10144.035350334489,220.91564752639493,58260.56278054425,DMSO,3
106.57182337928876,14514.931723309157,182.653784212404,34054.905917945696,DMSO,3
101.79562349221928,17027.72434088191,232.28108517231368,72938.43583812352,DMSO,3
107.75613108564832,22799.04488188126,217.6951934218567,87923.91892816378,DMSO,4
95.2551040227718,18293.844677867848,113.34895348523054,44668.923667405026,DMSO,4
95.17102491605775,10769.254776984653,195.16446180847203,34302.879930630355,DMSO,4
123.63266654384879,20676.68174419887,251.20879356616632,72155.3365239682,DMSO,4
113.21353793004707,21066.047115642243,229.30062882360602,106411.24876801345,DMSO,4
111.42937586743196,13068.952871287129,197.81096924991385,38374.419151063616,DMSO,4
118.59809624657888,16056.681296466835,115.03007206066883,29926.613491386088,DMSO,4
91.33031630630344,20478.36711510303,220.12852100508934,91425.28469649474,DMSO,4
124.96347800911238,23900.140632760573,267.8661277146895,104612.1253850601,DMSO,4
117.23400220195154,22226.532861159307,233.69678370324533,66890.94567254721,DMSO,4
128.36818490233955,29407.854407616505,232.59071999706242,64111.92047021323,DMSO,4
115.81664859470473,18383.13474710744,272.484884641453,70039.55267438016,DMSO,4
107.76555677195458,16363.445474861746,115.30120259485642,31294.526350344684,DMSO,4
120.94777864520975,15851.592300226657,233.94354625761463,55295.22333140432,DMSO,4
113.45196238837914,18088.003569994795,207.4520845089807,78137.16415008577,DMSO,4
126.65637409123306,25109.81824090053,280.6608962674824,81336.36406714853,DMSO,4
136.28899125204734,27681.336446005924,268.80946506103345,84378.75829018738,DMSO,4
131.47021865511434,21772.956386972044,264.8843777901196,79518.6516736759,DMSO,4
125.51782471231647,23410.67230881504,265.76278443143195,96892.37230554738,DMSO,4
129.4888829096855,18963.100472996426,193.35835455182433,46982.46449117239,DMSO,4
150.75876933555017,38765.53174877675,299.3801822520849,125290.12120962921,DMSO,4
135.17000086743198,24277.711127387152,239.05118514650354,77347.614571277,DMSO,4
140.19005962811573,31348.155377310253,280.6289095054779,91353.61206808385,DMSO,4
150.72705028603664,31757.273536631026,210.13795343312648,56646.52928018023,DMSO,4
152.966557531269,28745.29826098737,314.89113869300417,89488.67103461595,DMSO,4
135.31106600827704,26468.10727038286,327.50448131238767,115910.02625657109,DMSO,4
145.57230849622985,37460.37497316983,312.3270318733492,131568.0903029235,DMSO,4
127.39974623780236,16968.07335210454,217.34595853831632,52395.12287541466,DMSO,4
137.1539433414804,24504.264759761012,294.0752023514247,138796.64102740627,DMSO,4
136.3521511313837,31442.888274650853,318.41825088305455,112629.69137041057,DMSO,4
132.7357148066299,25384.949985691073,292.5904756093467,103479.15721580041,DMSO,4
125.62750670855345,15400.819809590357,281.5594470883519,67931.8160328413,DMSO,4
128.11285116555806,23258.37974397,205.3098745748586,60143.84581897965,DMSO,4
143.87080443886057,30620.81914081633,324.57215736872575,160453.3821714286,DMSO,4
141.06761116154965,24240.901479238757,284.27156913343157,85630.19545847751,DMSO,4
144.94579815482203,39949.6484399859,326.19157085846183,176096.12225772053,DMSO,4
131.76727909323844,28516.73910097988,270.4612433902311,92878.02995830443,DMSO,4
143.11756484380996,32815.96702585404,311.6559368962848,161092.08656209314,DMSO,4
132.93280265870922,18140.5607670733,222.04200160548584,65492.9359890723,DMSO,4
134.3700166768755,18836.929495036245,307.77377625574087,94854.61714948712,DMSO,4
126.3915805918414,29776.61211482424,266.65121248683596,127941.50068572136,DMSO,4
124.8809708743668,19650.556339342224,270.0427815018741,102735.15728463128,DMSO,4
122.19223735906061,20888.92781403409,298.3597372774015,94413.38124726339,DMSO,4
119.67879156025336,16546.2310138489,172.13155636705625,63734.100350890876,DMSO,4
58.1159978105662,5438.419390683691,184.76414231291056,26195.271247332796,DMSO,5
69.32486003189575,6341.554434171599,202.22650423297483,28607.332899408288,DMSO,5
79.04006170956848,7312.460408804863,211.457683958122,22153.9293177793,DMSO,5
76.04675851529515,6858.414116206948,260.5966231016727,38843.05994592531,DMSO,5
85.24265946990067,10144.413440086737,246.2624016688722,31184.42656012177,DMSO,5
81.0730190792541,7503.065744481452,279.7825677424191,31280.56384797558,DMSO,5
72.67748413193368,9295.623593551572,263.4389205522877,46986.40931727427,DMSO,5
94.38465184558669,7595.0044819459645,228.94894601137986,25609.14359060685,DMSO,5
90.04522764770536,8422.001678825432,261.56534826187414,28540.978358413966,DMSO,5
102.37997459818052,11024.011239657026,305.14974482217286,52154.29986526341,DMSO,5
92.87503743751597,11638.681594749527,273.4924139689952,31824.981022181073,DMSO,5
105.89009148186176,8756.611324301042,261.2439650907011,33529.9625411152,DMSO,5
114.35411104404153,11431.238152948159,288.0844568067169,48303.46603821583,DMSO,5
110.43339929056458,13582.14216489033,293.1915899244854,68670.70324706704,DMSO,5
111.9676528773482,14900.0992992489,333.443759318315,84536.97766326994,DMSO,5
117.22083690778061,11362.565997967558,220.81761639279858,32282.049439405153,DMSO,5
117.34724704696043,12523.958399538642,292.8756310160704,54504.78517641899,DMSO,5
122.69093784942709,18108.74342338764,336.274514071973,93988.63518920701,DMSO,5
126.02466036817151,27723.06026419123,317.3949153300744,103432.84355124072,DMSO,5
115.2648674125748,12671.037829433399,271.8505324435702,43847.59232773083,DMSO,5
128.08095722927203,16614.707000030045,291.3864326766242,44259.969758427986,DMSO,5
107.38529126732703,12554.447162534436,266.8856339921046,64249.37807978778,DMSO,5
127.31704688454045,11958.50186785453,280.4691640865862,40496.08317190386,DMSO,5
128.57487127795963,15262.783386341098,316.5299455285214,50504.21643197907,DMSO,5
131.45205396472352,15368.07354381571,224.60453781910695,48846.869640820274,DMSO,5
121.0367086671315,21010.24765868887,294.33831564736687,87628.81857398545,DMSO,5
117.8843881361667,10160.346671366218,297.02009203700135,40804.60244758206,DMSO,5
120.22751075954648,15147.28684258583,292.7595863535569,41077.27045003197,DMSO,5
130.60889573303672,15689.452256129669,259.19780836743683,58643.619565079134,DMSO,5
116.07664273824054,13755.492418349406,255.91033354235157,52957.26635622568,DMSO,5
120.64970770897116,19807.5674198608,190.36306173487884,54326.31467503186,DMSO,5
119.49565809348331,16712.027187004773,281.6746823706266,62854.60102409134,DMSO,5
120.33194573143112,14013.367224449348,227.37258063978942,35333.13308803657,DMSO,5
119.37987086613197,15795.076125768695,280.79291810079707,57697.93647093831,DMSO,5
104.34271487579662,11490.679049736522,288.63269455590154,64879.6517023317,DMSO,5
109.60852704980937,14224.645756122161,242.92107746795904,50729.02771392381,DMSO,5
108.90606901063035,11154.638865915736,187.75955752780288,37570.666848186935,DMSO,5
128.76066835660544,26516.228308543414,273.53519688561363,103204.3509689182,DMSO,5
119.55632827052483,15211.455810599618,185.0890348347014,51976.61302043439,DMSO,5
99.65410328127177,10487.875053297483,266.72552851253005,64781.716929455884,DMSO,5
106.49785914261167,14177.25522695379,227.92665985769685,60317.984419375854,DMSO,5
115.5757365363437,15987.109569508075,153.0532179954028,41433.48628754222,DMSO,5
112.96950134563821,21537.1020053497,233.57888106962133,81688.4884799899,DMSO,5
-1.1581864385153438,2261.665187524124,119.88014291399037,10487.86362673369,JQ1,1
5.011933025302312,2503.5110551296416,148.30880782847362,10634.767125317621,JQ1,1
3.511271157451972,2472.8729512682976,141.40325406570548,13222.589397844538,JQ1,1
-4.941881632995631,2351.074634422606,145.56184913356196,12226.197546201205,JQ1,1
4.116138214684952,2495.105649838883,149.55731113266313,11483.925119565833,JQ1,1
7.58771755882367,2694.83155401313,170.14572345634826,12427.672010428778,JQ1,1
6.111425401724716,2626.140924559855,198.0843865531731,15316.334538576832,JQ1,1
4.004643418090836,2244.2321033068724,147.56110289684176,10386.315674202886,JQ1,1
8.016363186563467,2701.1624248248495,134.9635511421356,10950.022661045323,JQ1,1
7.040330081212602,2692.6340197488767,178.71257886403532,13220.621835058992,JQ1,1
9.360536981385877,2964.256727912634,193.54873213120266,13451.547489260389,JQ1,1
11.390333746556252,2521.9475884555454,165.23637392594475,14987.967892731504,JQ1,1
4.363244126015019,2791.990259921225,150.7350010471044,13822.493831747917,JQ1,1
14.899639220721184,2920.5816306288434,206.83722410330995,17026.723118363305,JQ1,1
23.120990755994313,2816.6007258477694,182.30902790629557,12173.268857357838,JQ1,1
11.34470964325638,2862.809620253164,169.08936595325895,15450.879360679377,JQ1,1
11.034799733346489,2812.739271163055,142.9846903916213,10181.98409220031,JQ1,1
15.405349420725088,2658.379966767319,194.99022861412755,14588.238884558023,JQ1,1
8.03220964325638,2579.45484375,203.8849531543841,16573.693285108024,JQ1,1
12.975984281889765,2872.5982860231284,204.0815165212989,14256.986501957277,JQ1,1
17.62323077001696,2883.768693587582,159.7992919650257,12869.213818562785,JQ1,1
18.885378166933265,2561.6779839541905,205.31306751526301,14221.373897238538,JQ1,1
